Date,Low,High,Close,Open,Volume,predicted_low,predicted_high,predicted_mean,signal1,signal2
2024-01-02 01:00:00,2416.4,2433.4,2418.0,2430.35,25636.0,2373.14008436203,2339.0234302520753,2356.010460734368,0,0
2024-01-02 02:00:00,2396.95,2420.35,2402.1,2418.0,28625.0,2360.8911579608916,2333.0602855682373,2346.8396713972093,0,0
2024-01-02 03:00:00,2384.0,2406.25,2394.15,2402.1,68552.0,2353.422079181671,2325.4280091285705,2339.3884050607685,0,0
2024-01-02 04:00:00,2387.3,2409.35,2391.9,2394.15,52694.0,2350.1478382110595,2323.036349105835,2336.6135134458546,0,0
2024-01-02 05:00:00,2387.3,2406.0,2404.4,2391.9,26007.0,2341.9622357845305,2317.38416595459,2329.7308724403383,0,0
2024-01-02 06:00:00,2360.65,2408.3,2372.2,2404.4,108410.0,2349.9482999801635,2326.6444174766543,2338.4467615127564,0,0
2024-01-02 07:00:00,2357.25,2375.65,2361.1,2372.2,82233.0,2341.2502470970153,2305.4395847320557,2323.4532487869265,0,0
2024-01-02 08:00:00,2353.3,2372.85,2370.15,2361.1,50585.0,2332.0760234355926,2303.8116096496583,2317.976249599457,0,0
2024-01-02 09:00:00,2354.1,2371.1,2358.8,2370.15,24530.0,2337.6132093429565,2312.9575370788575,2325.3456338882447,0,0
2024-01-02 10:00:00,2357.7,2372.25,2367.8,2358.8,27587.0,2326.7837253570556,2310.744222640991,2318.75867805481,0,0
2024-01-02 11:00:00,2357.25,2374.55,2369.55,2367.8,34382.0,2326.4934879302978,2316.24092502594,2321.433491611481,0,1
2024-01-02 12:00:00,2361.2,2382.55,2362.35,2369.55,53804.0,2326.765585517883,2320.228549385071,2323.653404903412,0,1
2024-01-02 13:00:00,2342.6,2369.35,2368.75,2362.35,74237.0,2315.3374868392943,2310.735076713562,2313.0451307296753,0,1
2024-01-02 14:00:00,2361.2,2375.9,2361.75,2368.75,12677.0,2330.0307565689086,2320.5760946273804,2325.3638298988344,0,1
2024-01-02 15:00:00,2353.25,2365.7,2358.0,2361.75,16526.0,2318.4031196594237,2314.9330574035644,2316.666136837006,0,1
2024-01-02 16:00:00,2349.55,2369.35,2364.1,2358.0,23853.0,2312.979307746887,2315.8385042190553,2314.482615566254,0,1
2024-01-02 17:00:00,2363.05,2377.75,2375.25,2364.1,30671.0,2319.1831327438354,2318.893243980408,2319.1407942771916,0,1
2024-01-02 18:00:00,2368.7,2385.8,2372.7,2375.25,43198.0,2322.1762062072753,2324.5728649139405,2323.4168567657475,0,1
2024-01-02 19:00:00,2365.6,2372.35,2369.7,2372.7,7894.0,2318.2035814285277,2320.3840301513674,2319.3227543830876,0,1
2024-01-02 20:00:00,2365.85,2376.85,2373.0,2369.7,27595.0,2315.7547031402587,2325.414290237427,2320.56008310318,0,1
2024-01-02 21:00:00,2370.35,2382.1,2379.7,2373.0,13734.0,2315.7002836227416,2327.389810562134,2321.579059696198,0,1
2024-01-02 22:00:00,2376.15,2383.05,2377.6,2379.7,11782.0,2318.620797729492,2332.301173591614,2325.4548099517824,0,1
2024-01-02 23:00:00,2359.45,2382.0,2363.35,2377.6,40006.0,2312.5076719284057,2331.8621690750124,2322.070351982117,0,1
2024-01-03 00:00:00,2363.95,2373.6,2372.8,2363.35,19863.0,2306.0680290222167,2321.326060676575,2313.75477514267,0,1
2024-01-03 01:00:00,2372.85,2388.3,2378.45,2372.8,35921.0,2310.4034505844115,2327.20689201355,2318.886050128937,0,1
2024-01-03 02:00:00,2363.4,2383.05,2368.55,2378.45,35359.0,2309.877395248413,2325.597208786011,2317.7760934829716,0,1
2024-01-03 03:00:00,2292.5,2368.4,2310.55,2368.55,159546.0,2307.029440498352,2319.0121410369875,2313.0815227508547,0,0
2024-01-03 04:00:00,2063.7,2310.9,2250.55,2310.55,782221.0,2297.65114364624,2278.184720993042,2287.971028137207,0,0
2024-01-03 05:00:00,2210.35,2249.6,2226.5,2250.55,195440.0,2403.478965377808,2250.4268312454224,2327.0378628730778,2,0
2024-01-03 06:00:00,2194.6,2228.95,2196.8,2226.5,90554.0,2379.6250768661503,2246.0093482971192,2312.881366634369,0,0
2024-01-03 07:00:00,2193.1,2242.2,2241.75,2196.8,63631.0,2346.1933532714843,2237.146944618225,2291.701210308075,0,0
2024-01-03 08:00:00,2225.5,2247.15,2233.45,2241.75,74379.0,2367.190217113495,2254.670541572571,2311.0071775436404,0,0
2024-01-03 09:00:00,2214.75,2236.2,2226.05,2233.45,40491.0,2339.0190468788146,2251.359715843201,2295.249432373047,0,0
2024-01-03 10:00:00,2192.1,2230.75,2201.55,2226.05,40430.0,2325.9311529159545,2250.2896423339844,2288.116596221924,0,0
2024-01-03 11:00:00,2199.55,2231.45,2210.35,2201.55,48710.0,2306.6122241973876,2238.0706832885744,2272.3406550407412,0,0
2024-01-03 12:00:00,2207.55,2226.25,2221.5,2210.35,14395.0,2288.24563703537,2230.662482070923,2259.5488595962524,0,0
2024-01-03 13:00:00,2214.2,2230.95,2229.2,2221.5,15731.0,2271.2486077308654,2239.8632850646973,2255.491149234772,0,0
2024-01-03 14:00:00,2202.5,2229.75,2209.05,2229.2,18083.0,2250.1882544517516,2245.4514467239383,2247.9034128189087,0,0
2024-01-03 15:00:00,2198.35,2213.25,2212.5,2209.05,6093.0,2241.0911251068114,2237.585949134827,2239.351287841797,0,0
2024-01-03 16:00:00,2209.05,2222.35,2213.95,2212.5,15912.0,2247.358439540863,2247.646469306946,2247.503100585938,0,2
2024-01-03 17:00:00,2204.65,2216.85,2208.35,2213.95,4446.0,2241.326943016052,2249.027504348755,2245.2467952728275,0,2
2024-01-03 18:00:00,2207.9,2236.0,2234.8,2208.35,14641.0,2235.8033619880675,2249.475654792786,2242.590177726746,0,2
2024-01-03 19:00:00,2228.65,2243.0,2234.25,2234.8,10536.0,2252.8910904884337,2260.039200973511,2256.4646358013156,0,2
2024-01-03 20:00:00,2230.95,2243.05,2241.4,2234.25,11542.0,2252.201776599884,2260.084930610657,2256.1644016265873,0,2
2024-01-03 21:00:00,2236.45,2247.9,2240.5,2241.4,12326.0,2258.4600211143493,2267.5022777557374,2263.0061016082764,0,2
2024-01-03 22:00:00,2239.0,2249.0,2242.55,2240.5,13576.0,2257.9793153762816,2267.8223852157594,2262.84233751297,0,2
2024-01-03 23:00:00,2225.55,2246.15,2226.05,2242.55,28703.0,2254.8229833602904,2267.7217800140384,2261.295676612854,0,2
2024-01-04 00:00:00,2215.35,2230.6,2219.8,2226.05,17706.0,2245.8981824874877,2255.82292842865,2250.7965785026554,0,2
2024-01-04 01:00:00,2219.2,2233.65,2228.05,2219.8,10324.0,2242.3427740097045,2253.481571006775,2248.030784893036,0,2
2024-01-04 02:00:00,2208.6,2229.8,2226.4,2228.05,22184.0,2246.9865728378295,2255.9235336303714,2251.4516348838806,0,2
2024-01-04 03:00:00,2219.6,2234.5,2231.75,2226.4,9477.0,2256.909064865112,2260.0666387557985,2258.566275024414,0,2
