,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.6430570628891301,0.6510692947679938,0.6520523431383514,0.6500892060660125,2239.4493536097802,7598.000585468146,2.5004990660741555,2.8606851166652065,16.30653621408519,0.008648229705898758
