,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.6017925736235595,0.6266506602641057,0.6027713625866051,0.6525,3388.1625342071598,8931.933647428403,4.454593049118178,4.972516943334343,4.878329922848719,0.012915047054175555
