,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.7338516062650051,0.7401205626255861,0.7389656709763709,0.7412790697674418,149917.3296681579,7412461.115608046,5058.48882705754,20.028728128190814,13059.020999889168,
