,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.7322510575054304,0.735546522131888,0.7239386530340075,0.7475327059903604,14283.489905926164,18127.866655286143,19.460901085769336,22.49919181660811,69.3158487832029,0.07433334088424721
