Date,Low,High,Close,Open,Volume,predicted_low,predicted_high,predicted_mean,signal1,signal2
2024-01-03,2568.7,2693.15,2620.0,2587.0,1023923.0,2523.0427931261556,2645.4195121478115,2571.3299182974138,0,0
2024-01-04,2459.95,2720.6,2522.85,2620.0,1539437.0,2540.474872060504,2653.464364670637,2583.1622023173863,0,0
2024-01-05,2498.75,2591.9,2579.2,2522.85,402187.0,2455.403159500808,2600.1640974251195,2512.8859815008705,0,0
2024-01-06,2471.0,2580.3,2474.15,2579.2,428876.0,2534.0776225011396,2657.8229819540006,2579.6744421156313,2,0
2024-01-07,2472.4,2554.3,2512.15,2474.15,376765.0,2386.986281495598,2542.4764087260296,2465.386257987444,1,0
2024-01-08,2500.2,2614.9,2588.8,2512.15,425352.0,2475.94235470575,2615.626263269104,2538.3548198290237,2,0
2024-01-09,2506.8,2594.15,2531.75,2588.8,332986.0,2528.3191458859847,2654.502044824777,2577.3125048914712,1,0
2024-01-10,2426.9,2549.25,2472.45,2531.75,603846.0,2490.187587424459,2611.4335172450114,2539.737289628654,2,0
2024-01-11,2413.05,2504.0,2491.8,2472.45,608627.0,2414.3720120670782,2517.6505694394336,2446.8629199893808,1,0
2024-01-12,2453.9,2491.95,2472.7,2491.8,187321.0,2411.088483700661,2515.242160657829,2463.1825701270473,0,0
2024-01-13,2451.9,2483.4,2457.1,2472.7,291830.0,2427.230400027724,2503.9637237004276,2460.465560814722,0,0
2024-01-14,2303.45,2466.15,2313.2,2457.1,835188.0,2417.4125427170075,2527.4565394316032,2468.402450067449,2,0
2024-01-15,2167.55,2351.65,2243.5,2313.2,850197.0,2262.7431994409385,2338.534901975964,2290.107858682859,1,0
2024-01-16,2197.1,2264.0,2234.95,2243.5,398071.0,2209.492852680208,2286.0776506558645,2250.669638510909,2,0
2024-01-17,2170.95,2243.2,2218.85,2234.95,297063.0,2221.519998758422,2267.635124426906,2246.6986659664562,0,0
2024-01-18,2197.0,2282.35,2267.95,2218.85,374048.0,2165.599202824494,2231.431809612391,2202.896793564422,1,1
2024-01-19,2251.75,2284.25,2268.85,2267.95,136645.0,2231.6516528501497,2314.6958203784466,2287.510819187933,2,0
2024-01-20,2240.0,2310.25,2259.05,2268.85,298758.0,2247.7989532891197,2311.244613160259,2289.494578608957,0,0
2024-01-21,2235.0,2323.95,2319.65,2259.05,364924.0,2207.1281194652406,2265.7930443213004,2252.9725487317623,1,0
2024-01-22,2298.25,2394.0,2343.85,2319.65,409757.0,2300.7049502215896,2366.3815815460885,2346.6430374441006,2,0
2024-01-23,2264.15,2353.7,2283.15,2343.85,413389.0,2331.6426575334167,2405.8626673709437,2376.8910700588763,0,0
2024-01-24,2241.05,2312.7,2305.05,2283.15,362951.0,2250.9466442468133,2314.568393555435,2286.6833427624624,0,0
2024-01-25,2282.35,2325.95,2309.95,2305.05,217239.0,2251.5363542171062,2326.567933637547,2310.159960274036,0,0
2024-01-26,2293.85,2331.05,2298.1,2309.95,160932.0,2289.4293975553824,2353.928069791839,2334.2549943748236,0,0
2024-01-27,2266.75,2311.45,2290.0,2298.1,293438.0,2274.912695754034,2343.3456910902587,2317.287840867358,0,0
