,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.6214285714285714,0.6187050359712231,0.6201923076923077,0.6172248803827751,72.52557761282678,92.68250222957232,3.8207849377913106,3.727317639086562,1.2577092205628897,0.0022895887707489178
