,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.6789659492085184,0.6861151319452177,0.6836032837807855,0.68864550737595,10.32401926098898,15.35273081692508,0.33798084884739965,0.3378923327935035,0.9007295453077084,2.4953396254751054e-05
