Date,Low,High,Close,Open,Volume,predicted_low,predicted_high,predicted_mean,signal1,signal2
2021-11-11,3979.85,4314.8,4302.95,4001.85,1068785.0,4085.4725999999605,4317.234749999996,4200.3298250000225,0,0
2021-11-12,4211.0,4445.3,4417.65,4302.95,854283.0,4101.037599999953,4426.514200000002,4266.919874999994,0,0
2021-11-13,4247.0,4460.5,4264.55,4417.65,894136.0,4188.310749999973,4491.5307500000035,4362.4324999999935,0,0
2021-11-14,4028.55,4330.3,4096.9,4264.55,1325037.0,4140.348399999974,4411.413249999995,4311.471949999991,2,0
2021-11-15,4064.1,4391.65,4343.25,4096.9,1212814.0,4077.655999999964,4294.947800000004,4212.1340000000255,0,0
2021-11-16,4173.8,4378.75,4273.35,4343.25,1114620.0,4126.500099999972,4461.252300000012,4304.173750000002,1,0
2021-11-17,4251.7,4559.0,4528.4,4273.35,1175263.0,4155.039149999972,4425.159100000013,4319.778675000004,2,0
2021-11-18,3920.0,4557.45,4047.85,4528.4,2873450.0,4232.683949999978,4531.933150000024,4391.951124999999,1,0
2021-11-19,4035.6,4191.05,4100.95,4047.85,763616.0,4088.123999999973,4293.650500000006,4221.027825000029,2,0
2021-11-20,3963.2,4308.15,4306.3,4100.95,1323024.0,4053.2620499999603,4283.687450000006,4195.908050000026,0,0
2021-11-21,4283.2,4469.4,4449.15,4306.3,1167205.0,4108.620699999964,4412.482999999999,4277.1376750000045,1,0
2021-11-22,4353.85,4762.95,4635.2,4449.15,1861075.0,4197.171249999972,4501.209650000016,4368.192399999995,0,0
2021-11-23,4531.0,4785.5,4590.05,4635.2,1254518.0,4305.252449999977,4662.58585,4510.334375,0,0
2021-11-24,4440.0,4643.85,4519.0,4590.05,1089892.0,4292.6679499999855,4598.642400000014,4474.749024999996,0,0
2021-11-25,4048.5,4661.5,4221.15,4519.0,2564088.0,4253.88304999998,4569.180450000009,4420.763449999999,0,0
2021-11-26,3424.1,4241.6,4129.15,4221.15,2810973.0,4119.4831499999655,4379.2968999999875,4257.450475000023,2,0
2021-11-27,4046.0,4257.7,4214.95,4129.15,1206294.0,3910.357299999976,4211.977550000002,4114.522675000022,1,0
2021-11-28,3926.05,4386.5,4359.75,4214.95,2062715.0,4056.1435499999584,4343.555849999993,4203.172000000021,0,0
