,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.6477272727272727,0.6648648648648648,0.6542553191489362,0.6758241758241759,57.089084663805934,73.87413390509808,1.8754516680085247,1.870758069875086,0.9337748553782856,0.0005849337535792399
