Date,Low,High,Close,Open,Volume,predicted_low,predicted_high,predicted_mean,signal1,signal2
2023-01-03,1320.55,1401.6,1390.1,1335.6,3034419.0,1295.8076232910155,1321.4537155151368,1307.3917026519775,0,0
2023-01-04,1361.1,1439.0,1417.55,1390.1,4013418.0,1351.1423706054686,1331.692027282715,1343.1533946990967,0,0
2023-01-05,1402.55,1465.95,1451.7,1417.55,2725728.0,1361.96181640625,1349.4628112792968,1356.5192375183105,0,0
2023-01-06,1450.4,1640.05,1550.9,1451.7,4031538.0,1406.0174682617187,1358.4944648742676,1384.2184238433838,0,0
2023-01-07,1518.05,1571.0,1553.5,1550.9,1509902.0,1443.8501708984375,1310.118441772461,1376.8725852966309,0,0
2023-01-08,1520.8,1607.75,1578.45,1553.5,2163926.0,1455.1646240234375,1362.2607009887695,1410.699275970459,0,0
2023-01-09,1540.1,1613.4,1566.5,1578.45,1986735.0,1464.2161865234373,1351.1448196411134,1411.5592765808105,0,0
2023-01-10,1502.7,1610.4,1513.15,1566.5,3183689.0,1424.6156005859373,1362.6994857788086,1397.2259330749512,0,0
2023-01-11,1511.15,1565.45,1552.25,1513.15,1716613.0,1385.0150146484373,1335.421697998047,1365.9792442321777,0,0
2023-01-12,1542.35,1676.35,1660.8,1552.25,2523151.0,1382.7521240234373,1376.594337463379,1387.765926361084,0,0
2023-01-13,1620.85,1681.5,1628.3,1660.8,2371437.0,1405.9467529296874,1419.5221160888673,1419.0126152038574,0,0
2023-01-14,1605.65,1665.05,1628.65,1628.3,2002642.0,1385.0150146484373,1417.4013229370119,1411.2726097106934,0,1
2023-01-15,1586.3,1649.75,1627.95,1628.65,2301533.0,1342.5858154296873,1429.029119873047,1393.4992637634277,0,1
2023-01-16,1532.0,1642.8,1557.05,1627.95,2819417.0,1383.8835693359374,1454.1129837036133,1429.6192893981934,0,1
2023-01-17,1517.65,1643.6,1613.1,1557.05,2852536.0,1321.0883544921874,1429.3216430664063,1386.0459251403809,0,1
2023-01-18,1576.5,1633.55,1602.9,1613.1,1980585.0,1381.6206787109375,1447.5312118530273,1423.3126182556152,0,1
