,accuracy_score,f1_score,recall_score,precision_score,MAE,RMSE,MAPE,SMAPE,MASE,MSLE
validation-0,0.6736401673640168,0.675,0.6497326203208557,0.7023121387283237,786.9739343186313,1016.3484867694162,28.743926758102262,34.40314952097572,18.049248867690917,0.1924542165853176
